               PAIR_ID        IID1        H1        IID2        H2       HSR   N
   SampleAA1_SampleAE6   SampleAA1  0.946675   SampleAE6  0.825366  0.871857  14
   SampleAA1_SampleAE7   SampleAA1  0.726349   SampleAE7  0.697589  0.960406  17
   SampleAA1_SampleAE8   SampleAA1  0.719645   SampleAE8  0.869347  0.827799  18
   SampleAA1_SampleAE9   SampleAA1  0.722661   SampleAE9  0.798603  0.904907  28
  SampleAA1_SampleAE10   SampleAA1  0.814368  SampleAE10  0.837977  0.971827  14
   SampleAA1_SampleAF0   SampleAA1  0.745922   SampleAF0  0.756342  0.986224  22
   SampleAA3_SampleAE4   SampleAA3  0.776550   SampleAE4  0.814387  0.953539  20
   SampleAA3_SampleAE5   SampleAA3  0.757921   SampleAE5  0.865568  0.875634  24
   SampleAA3_SampleAE6   SampleAA3  0.830219   SampleAE6  0.730032  0.879324  27
   SampleAA3_SampleAE7   SampleAA3  0.739839   SampleAE7  0.827636  0.893918  20
   SampleAA3_SampleAE8   SampleAA3  0.742391   SampleAE8  0.863149  0.860097  18
   SampleAA3_SampleAE9   SampleAA3  0.651521   SampleAE9  0.842784  0.773059  26
  SampleAA3_SampleAE10   SampleAA3  0.793218  SampleAE10  0.833995  0.951106  33
   SampleAA3_SampleAF0   SampleAA3  0.842654   SampleAF0  0.749364  0.889290  26
   SampleAA4_SampleAE4   SampleAA4  0.800373   SampleAE4  0.851398  0.940069  18
   SampleAA4_SampleAE5   SampleAA4  0.725377   SampleAE5  0.692254  0.954338  19
   SampleAA4_SampleAE6   SampleAA4  0.775115   SampleAE6  0.868506  0.892469  21
   SampleAA4_SampleAE7   SampleAA4  0.849801   SampleAE7  0.885963  0.959183  17
   SampleAA4_SampleAE8   SampleAA4  0.709292   SampleAE8  0.721459  0.983136  26
   SampleAA4_SampleAE9   SampleAA4  0.855790   SampleAE9  0.747005  0.872883  18
  SampleAA4_SampleAE10   SampleAA4  0.781258  SampleAE10  0.848764  0.920465  20
   SampleAA4_SampleAF0   SampleAA4  0.885880   SampleAF0  0.876198  0.989070  24
   SampleAA5_SampleAE4   SampleAA5  0.822634   SampleAE4  0.789330  0.959516  22
   SampleAA5_SampleAE5   SampleAA5  0.728008   SampleAE5  0.711993  0.978002  26
   SampleAA5_SampleAE6   SampleAA5  0.732671   SampleAE6  0.779643  0.939751  19
   SampleAA5_SampleAE7   SampleAA5  0.773128   SampleAE7  0.800447  0.965871  21
   SampleAA5_SampleAE8   SampleAA5  0.779768   SampleAE8  0.711416  0.912344  20
   SampleAA5_SampleAE9   SampleAA5  0.767869   SampleAE9  0.679599  0.885045  18
  SampleAA5_SampleAE10   SampleAA5  0.765321  SampleAE10  0.711829  0.930106  24
   SampleAA5_SampleAF0   SampleAA5  0.768008   SampleAF0  0.793565  0.967795  26
   SampleAA6_SampleAE5   SampleAA6  0.769585   SampleAE5  0.840550  0.915573  12
   SampleAA6_SampleAE6   SampleAA6  1.000000   SampleAE6  0.806448  0.806448  11
   SampleAA6_SampleAE7   SampleAA6  0.907817   SampleAE7  1.000000  0.907817  16
   SampleAA6_SampleAE8   SampleAA6  0.956070   SampleAE8  0.956070  1.000000  15
  SampleAA6_SampleAE10   SampleAA6  0.941634  SampleAE10  0.691860  0.734745  13
   SampleAA6_SampleAF0   SampleAA6  0.895652   SampleAF0  0.840337  0.938241  15
   SampleAA7_SampleAE4   SampleAA7  0.811797   SampleAE4  0.654681  0.806459  12
   SampleAA7_SampleAE5   SampleAA7  0.854193   SampleAE5  0.855474  0.998503  15
   SampleAA7_SampleAE6   SampleAA7  0.770488   SampleAE6  0.913194  0.843729  13
   SampleAA7_SampleAE7   SampleAA7  0.869174   SampleAE7  0.882012  0.985445  14
   SampleAA7_SampleAE8   SampleAA7  0.737983   SampleAE8  0.713715  0.967116  25
   SampleAA7_SampleAE9   SampleAA7  0.787941   SampleAE9  0.871631  0.903985  23
  SampleAA7_SampleAE10   SampleAA7  0.715787  SampleAE10  0.881626  0.811895  15
   SampleAA7_SampleAF0   SampleAA7  0.757912   SampleAF0  0.790313  0.959002  22
   SampleAA0_SampleAF1   SampleAA0  0.731124   SampleAF1  0.759254  0.962951  24
   SampleAA0_SampleAF2   SampleAA0  0.901854   SampleAF2  0.864946  0.959076  13
   SampleAA0_SampleAF3   SampleAA0  0.649150   SampleAF3  0.855580  0.758725  21
   SampleAA0_SampleAF4   SampleAA0  0.865921   SampleAF4  0.825696  0.953547  15
   SampleAA0_SampleAF5   SampleAA0  0.751612   SampleAF5  0.834817  0.900331  20
   SampleAA0_SampleAF6   SampleAA0  0.855324   SampleAF6  0.648076  0.757697  25
   SampleAA0_SampleAF7   SampleAA0  0.724340   SampleAF7  0.830997  0.871652  12
   SampleAA1_SampleAF1   SampleAA1  0.785176   SampleAF1  0.770121  0.980826  23
   SampleAA1_SampleAF2   SampleAA1  0.668484   SampleAF2  0.858851  0.778347  16
   SampleAA1_SampleAF3   SampleAA1  0.817048   SampleAF3  0.721251  0.882753  20
   SampleAA1_SampleAF4   SampleAA1  0.699900   SampleAF4  0.736085  0.950841  21
   SampleAA1_SampleAF5   SampleAA1  0.652198   SampleAF5  0.790988  0.824536  22
   SampleAA1_SampleAF6   SampleAA1  0.779456   SampleAF6  0.852236  0.914601  18
   SampleAA1_SampleAF7   SampleAA1  0.692357   SampleAF7  0.799343  0.866158  21
   SampleAA1_SampleAF8   SampleAA1  0.846723   SampleAF8  0.831967  0.982572  17
   SampleAA3_SampleAF1   SampleAA3  0.909092   SampleAF1  0.837900  0.921689  18
   SampleAA3_SampleAF2   SampleAA3  0.801984   SampleAF2  0.797516  0.994429  19
   SampleAA3_SampleAF3   SampleAA3  0.657675   SampleAF3  0.672958  0.977290  20
   SampleAA3_SampleAF4   SampleAA3  0.886246   SampleAF4  0.859565  0.969895  22
   SampleAA3_SampleAF5   SampleAA3  0.859631   SampleAF5  0.719866  0.837413  22
   SampleAA3_SampleAF6   SampleAA3  0.789673   SampleAF6  0.734494  0.930125  21
   SampleAA3_SampleAF7   SampleAA3  0.796953   SampleAF7  0.788323  0.989171  15
   SampleAA3_SampleAF8   SampleAA3  0.894518   SampleAF8  0.865262  0.967293  18
   SampleAA4_SampleAF1   SampleAA4  0.729702   SampleAF1  0.702883  0.963247  25
   SampleAA4_SampleAF2   SampleAA4  0.933152   SampleAF2  0.955843  0.976261  15
   SampleAA4_SampleAF3   SampleAA4  0.711673   SampleAF3  0.807298  0.881549  24
   SampleAA4_SampleAF4   SampleAA4  0.929572   SampleAF4  0.759232  0.816754  17
   SampleAA4_SampleAF5   SampleAA4  0.936485   SampleAF5  0.851607  0.909365  20
   SampleAA4_SampleAF6   SampleAA4  0.898668   SampleAF6  0.804269  0.894957  22
   SampleAA4_SampleAF7   SampleAA4  0.778898   SampleAF7  0.819863  0.950034  14
   SampleAA4_SampleAF8   SampleAA4  0.747674   SampleAF8  0.768394  0.973036  19
   SampleAA5_SampleAF1   SampleAA5  0.733604   SampleAF1  0.808456  0.907414  23
   SampleAA5_SampleAF2   SampleAA5  0.809872   SampleAF2  0.791559  0.977387  18
   SampleAA5_SampleAF3   SampleAA5  0.794932   SampleAF3  0.815331  0.974980  22
   SampleAA5_SampleAF4   SampleAA5  0.858134   SampleAF4  0.762646  0.888726  16
   SampleAA5_SampleAF5   SampleAA5  0.744218   SampleAF5  0.840033  0.885939  23
   SampleAA5_SampleAF6   SampleAA5  0.802620   SampleAF6  0.834130  0.962224  18
   SampleAA5_SampleAF7   SampleAA5  0.875237   SampleAF7  0.815567  0.931824  12
   SampleAA5_SampleAF8   SampleAA5  0.805720   SampleAF8  0.760368  0.943712  19
   SampleAA6_SampleAF1   SampleAA6  0.804653   SampleAF1  0.723431  0.899060  25
   SampleAA6_SampleAF2   SampleAA6  0.705527   SampleAF2  0.757378  0.931538  16
   SampleAA6_SampleAF3   SampleAA6  0.814473   SampleAF3  0.920960  0.884374  24
   SampleAA6_SampleAF4   SampleAA6  0.896849   SampleAF4  0.714582  0.796770  17
   SampleAA6_SampleAF5   SampleAA6  0.892814   SampleAF5  0.909753  0.981381  15
   SampleAA6_SampleAF6   SampleAA6  0.893837   SampleAF6  0.720262  0.805810  21
   SampleAA6_SampleAF7   SampleAA6  0.772102   SampleAF7  0.802645  0.961948  23
   SampleAA6_SampleAF8   SampleAA6  0.757560   SampleAF8  0.922106  0.821555  17
   SampleAA7_SampleAF1   SampleAA7  0.761197   SampleAF1  0.841266  0.904823  22
   SampleAA7_SampleAF2   SampleAA7  0.776510   SampleAF2  0.859154  0.903808  22
   SampleAA7_SampleAF3   SampleAA7  0.670451   SampleAF3  0.744698  0.900299  20
   SampleAA7_SampleAF4   SampleAA7  0.733453   SampleAF4  0.728734  0.993566  24
   SampleAA7_SampleAF5   SampleAA7  0.838094   SampleAF5  0.733618  0.875342  21
   SampleAA7_SampleAF6   SampleAA7  0.743077   SampleAF6  0.749887  0.990919  18
   SampleAA7_SampleAF7   SampleAA7  0.688532   SampleAF7  0.720971  0.955007  21
   SampleAA7_SampleAF8   SampleAA7  0.746555   SampleAF8  0.671977  0.900104  27
   SampleAA0_SampleAF9   SampleAA0  0.742120   SampleAF9  0.758670  0.978185  20
  SampleAA0_SampleAF10   SampleAA0  0.860062  SampleAF10  0.890501  0.965818  15
   SampleAA0_SampleAG1   SampleAA0  0.799954   SampleAG1  0.798071  0.997646  23
   SampleAA0_SampleAG2   SampleAA0  0.819990   SampleAG2  0.776614  0.947102  25
   SampleAA0_SampleAG3   SampleAA0  0.759861   SampleAG3  0.687552  0.904839  21
   SampleAA0_SampleAG4   SampleAA0  0.826378   SampleAG4  0.795951  0.963180  21
   SampleAA0_SampleAG5   SampleAA0  0.801108   SampleAG5  0.942889  0.849632  23
   SampleAA1_SampleAF9   SampleAA1  0.784835   SampleAF9  0.660281  0.841300  21
  SampleAA1_SampleAF10   SampleAA1  0.921263  SampleAF10  0.917159  0.995545  16
   SampleAA1_SampleAG0   SampleAA1  0.790608   SampleAG0  0.730215  0.923613  12
   SampleAA1_SampleAG1   SampleAA1  0.892620   SampleAG1  0.883872  0.990200  16
   SampleAA1_SampleAG2   SampleAA1  0.873744   SampleAG2  0.789637  0.903739  29
   SampleAA1_SampleAG3   SampleAA1  0.696168   SampleAG3  0.714345  0.974555  24
   SampleAA1_SampleAG4   SampleAA1  0.885910   SampleAG4  0.812350  0.916967  21
   SampleAA1_SampleAG5   SampleAA1  0.923840   SampleAG5  0.807437  0.874001  24
   SampleAA3_SampleAF9   SampleAA3  0.743063   SampleAF9  0.770960  0.963815  23
  SampleAA3_SampleAF10   SampleAA3  0.822055  SampleAF10  0.935893  0.878364  16
   SampleAA3_SampleAG0   SampleAA3  0.711596   SampleAG0  0.721224  0.986650  19
   SampleAA3_SampleAG1   SampleAA3  0.851384   SampleAG1  0.778634  0.914551  23
   SampleAA3_SampleAG2   SampleAA3  0.742146   SampleAG2  0.733199  0.987945  16
   SampleAA3_SampleAG3   SampleAA3  0.659726   SampleAG3  0.784648  0.840791  24
   SampleAA3_SampleAG4   SampleAA3  0.887672   SampleAG4  0.792075  0.892305  17
   SampleAA3_SampleAG5   SampleAA3  0.686406   SampleAG5  0.710683  0.965839  22
   SampleAA4_SampleAF9   SampleAA4  0.758012   SampleAF9  0.786765  0.963454  24
  SampleAA4_SampleAF10   SampleAA4  0.936503  SampleAF10  0.889781  0.950111  16
   SampleAA4_SampleAG0   SampleAA4  0.805034   SampleAG0  0.805034  1.000000   4
   SampleAA4_SampleAG1   SampleAA4  0.683193   SampleAG1  0.701284  0.974203  23
   SampleAA4_SampleAG2   SampleAA4  0.851550   SampleAG2  0.854253  0.996836  24
   SampleAA4_SampleAG3   SampleAA4  0.707772   SampleAG3  0.777837  0.909924  16
   SampleAA4_SampleAG4   SampleAA4  0.872990   SampleAG4  0.932501  0.936182  14
   SampleAA4_SampleAG5   SampleAA4  0.910020   SampleAG5  1.000000  0.910020  16
   SampleAA5_SampleAF9   SampleAA5  0.787676   SampleAF9  0.680660  0.864137  21
  SampleAA5_SampleAF10   SampleAA5  1.000000  SampleAF10  0.829700  0.829700  12
   SampleAA5_SampleAG0   SampleAA5  0.682578   SampleAG0  0.766956  0.889983  14
   SampleAA5_SampleAG1   SampleAA5  0.783650   SampleAG1  0.834316  0.939273  18
   SampleAA5_SampleAG2   SampleAA5  0.782951   SampleAG2  0.783904  0.998784  26
   SampleAA5_SampleAG3   SampleAA5  0.863083   SampleAG3  0.853769  0.989209  17
   SampleAA5_SampleAG4   SampleAA5  0.725040   SampleAG4  0.930542  0.779158  25
   SampleAA5_SampleAG5   SampleAA5  0.826196   SampleAG5  0.935806  0.882871  21
   SampleAA6_SampleAF9   SampleAA6  0.925621   SampleAF9  0.841091  0.908678  12
  SampleAA6_SampleAF10   SampleAA6  0.817746  SampleAF10  0.737687  0.902098  18
   SampleAA6_SampleAG1   SampleAA6  0.850794   SampleAG1  0.762852  0.896635  21
   SampleAA6_SampleAG2   SampleAA6  0.787303   SampleAG2  0.848391  0.927996  23
   SampleAA6_SampleAG3   SampleAA6  0.851836   SampleAG3  0.815631  0.957497  17
   SampleAA6_SampleAG4   SampleAA6  0.875206   SampleAG4  0.912700  0.958920  20
   SampleAA6_SampleAG5   SampleAA6  0.740909   SampleAG5  0.950047  0.779865  15
   SampleAA7_SampleAF9   SampleAA7  0.731292   SampleAF9  0.739302  0.989166  21
  SampleAA7_SampleAF10   SampleAA7  0.696548  SampleAF10  0.780955  0.891918  17
   SampleAA7_SampleAG0   SampleAA7  0.813342   SampleAG0  0.747536  0.919092  13
   SampleAA7_SampleAG1   SampleAA7  0.808435   SampleAG1  0.741672  0.917417  18
   SampleAA7_SampleAG2   SampleAA7  0.761969   SampleAG2  0.810594  0.940013  32
   SampleAA7_SampleAG3   SampleAA7  0.881653   SampleAG3  0.776135  0.880318  16
   SampleAA7_SampleAG4   SampleAA7  0.659434   SampleAG4  0.846800  0.778737  21
   SampleAA7_SampleAG5   SampleAA7  0.748404   SampleAG5  0.765484  0.977688  26
   SampleAA0_SampleAG6   SampleAA0  0.798983   SampleAG6  0.752644  0.942002  26
   SampleAA0_SampleAG7   SampleAA0  0.829868   SampleAG7  0.800469  0.964575  23
   SampleAA0_SampleAG8   SampleAA0  0.784590   SampleAG8  0.858519  0.913888  19
   SampleAA0_SampleAG9   SampleAA0  0.807977   SampleAG9  0.875137  0.923258  26
  SampleAA0_SampleAG10   SampleAA0  0.736931  SampleAG10  0.662354  0.898800  25
   SampleAA0_SampleAH0   SampleAA0  0.866825   SampleAH0  0.802327  0.925593  19
   SampleAA0_SampleAH1   SampleAA0  0.871092   SampleAH1  0.898911  0.969053  38
   SampleAA0_SampleAH2   SampleAA0  0.788835   SampleAH2  0.739830  0.937878  25
   SampleAA1_SampleAG6   SampleAA1  0.819314   SampleAG6  0.884224  0.926591  22
   SampleAA1_SampleAG7   SampleAA1  0.878806   SampleAG7  0.848324  0.965314  26
   SampleAA1_SampleAG8   SampleAA1  0.846831   SampleAG8  0.787756  0.930240  23
   SampleAA1_SampleAG9   SampleAA1  0.698515   SampleAG9  0.844831  0.826811  20
  SampleAA1_SampleAG10   SampleAA1  0.859406  SampleAG10  0.773722  0.900299  22
   SampleAA1_SampleAH0   SampleAA1  0.882599   SampleAH0  0.825668  0.935496  19
   SampleAA1_SampleAH1   SampleAA1  0.750893   SampleAH1  0.766792  0.979266  16
   SampleAA1_SampleAH2   SampleAA1  0.794127   SampleAH2  0.691535  0.870812  20
   SampleAA3_SampleAG6   SampleAA3  0.797659   SampleAG6  0.703993  0.882575  22
   SampleAA3_SampleAG7   SampleAA3  0.683057   SampleAG7  0.783196  0.872141  14
   SampleAA3_SampleAG8   SampleAA3  0.872197   SampleAG8  0.749284  0.859077  16
   SampleAA3_SampleAG9   SampleAA3  0.808270   SampleAG9  0.794927  0.983493  20
  SampleAA3_SampleAG10   SampleAA3  0.867801  SampleAG10  0.750378  0.864689  15
   SampleAA3_SampleAH0   SampleAA3  0.775895   SampleAH0  0.721842  0.930335  23
   SampleAA3_SampleAH1   SampleAA3  0.786702   SampleAH1  0.802949  0.979767  35
   SampleAA3_SampleAH2   SampleAA3  0.813002   SampleAH2  0.890785  0.912679  19
   SampleAA4_SampleAG6   SampleAA4  0.836477   SampleAG6  0.789332  0.943639  27
   SampleAA4_SampleAG7   SampleAA4  0.791966   SampleAG7  0.717582  0.906077  25
   SampleAA4_SampleAG8   SampleAA4  0.829233   SampleAG8  0.858726  0.965655  19
   SampleAA4_SampleAG9   SampleAA4  0.796959   SampleAG9  0.868951  0.917151  15
  SampleAA4_SampleAG10   SampleAA4  0.861428  SampleAG10  0.818068  0.949665  26
   SampleAA4_SampleAH0   SampleAA4  0.875593   SampleAH0  0.808080  0.922894  18
   SampleAA4_SampleAH1   SampleAA4  0.887957   SampleAH1  0.838729  0.944561  29
   SampleAA4_SampleAH2   SampleAA4  0.902732   SampleAH2  0.837888  0.928169  51
   SampleAA5_SampleAG6   SampleAA5  0.826064   SampleAG6  0.781344  0.945864  24
   SampleAA5_SampleAG7   SampleAA5  0.705969   SampleAG7  0.749862  0.941465  21
   SampleAA5_SampleAG8   SampleAA5  0.859339   SampleAG8  0.881391  0.974979  18
   SampleAA5_SampleAG9   SampleAA5  0.841919   SampleAG9  0.873900  0.963404  24
  SampleAA5_SampleAG10   SampleAA5  0.806820  SampleAG10  0.702105  0.870213  26
   SampleAA5_SampleAH0   SampleAA5  0.887055   SampleAH0  0.932317  0.951452  20
   SampleAA5_SampleAH1   SampleAA5  0.817307   SampleAH1  0.823261  0.992767  32
   SampleAA5_SampleAH2   SampleAA5  0.940581   SampleAH2  0.859294  0.913577  50
   SampleAA6_SampleAG6   SampleAA6  0.794422   SampleAG6  0.923422  0.860302  19
   SampleAA6_SampleAG7   SampleAA6  0.703921   SampleAG7  0.717744  0.980741  25
   SampleAA6_SampleAG8   SampleAA6  0.774517   SampleAG8  0.767481  0.990917  20
   SampleAA6_SampleAG9   SampleAA6  0.958348   SampleAG9  0.969121  0.988883  15
  SampleAA6_SampleAG10   SampleAA6  0.803335  SampleAG10  0.758108  0.943701  20
   SampleAA6_SampleAH0   SampleAA6  0.910312   SampleAH0  0.755912  0.830388  19
   SampleAA6_SampleAH1   SampleAA6  0.724733   SampleAH1  0.752213  0.963467  29
   SampleAA6_SampleAH2   SampleAA6  0.678578   SampleAH2  0.744800  0.911087  22
   SampleAA7_SampleAG6   SampleAA7  0.729363   SampleAG6  0.768930  0.948542  24
   SampleAA7_SampleAG7   SampleAA7  0.761375   SampleAG7  0.710231  0.932826  28
   SampleAA7_SampleAG8   SampleAA7  0.879166   SampleAG8  0.740455  0.842225  22
   SampleAA7_SampleAG9   SampleAA7  0.878122   SampleAG9  0.900464  0.975189  19
  SampleAA7_SampleAG10   SampleAA7  0.627856  SampleAG10  0.655612  0.957664  22
   SampleAA7_SampleAH0   SampleAA7  0.838009   SampleAH0  0.900782  0.930313  14
   SampleAA7_SampleAH1   SampleAA7  0.806045   SampleAH1  0.777350  0.964400  22
   SampleAA7_SampleAH2   SampleAA7  0.825914   SampleAH2  0.912914  0.904701  45
   SampleAA0_SampleAH3   SampleAA0  0.818415   SampleAH3  0.780287  0.953412  27
   SampleAA0_SampleAH4   SampleAA0  0.755348   SampleAH4  0.692946  0.917386  29
   SampleAA0_SampleAH5   SampleAA0  0.860967   SampleAH5  0.754249  0.876049  22
   SampleAA0_SampleAH6   SampleAA0  0.746126   SampleAH6  0.754623  0.988741  25
   SampleAA0_SampleAH7   SampleAA0  0.861521   SampleAH7  0.889615  0.968421  34
   SampleAA0_SampleAH8   SampleAA0  0.852064   SampleAH8  0.788357  0.925231  32
   SampleAA0_SampleAH9   SampleAA0  0.902849   SampleAH9  0.825156  0.913947  25
  SampleAA0_SampleAH10   SampleAA0  0.845729  SampleAH10  0.734701  0.868719  26
   SampleAA1_SampleAH3   SampleAA1  0.748562   SampleAH3  0.848040  0.882696  19
   SampleAA1_SampleAH4   SampleAA1  0.770857   SampleAH4  0.750102  0.973075  21
   SampleAA1_SampleAH5   SampleAA1  0.642376   SampleAH5  0.689950  0.931048  17
   SampleAA1_SampleAH6   SampleAA1  0.834937   SampleAH6  0.764915  0.916136  15
   SampleAA1_SampleAH7   SampleAA1  0.739987   SampleAH7  0.658009  0.889217  22
   SampleAA1_SampleAH8   SampleAA1  0.722769   SampleAH8  0.753465  0.959260  24
   SampleAA1_SampleAH9   SampleAA1  0.755843   SampleAH9  0.709798  0.939082  21
  SampleAA1_SampleAH10   SampleAA1  0.784823  SampleAH10  0.681733  0.868646  16
   SampleAA3_SampleAH3   SampleAA3  0.851898   SampleAH3  0.799225  0.938169  23
   SampleAA3_SampleAH4   SampleAA3  0.844314   SampleAH4  0.699214  0.828145  22
   SampleAA3_SampleAH5   SampleAA3  0.723958   SampleAH5  0.694049  0.958687  29
   SampleAA3_SampleAH6   SampleAA3  0.912767   SampleAH6  0.726513  0.795946  26
   SampleAA3_SampleAH7   SampleAA3  0.718726   SampleAH7  0.816211  0.880563  37
   SampleAA3_SampleAH8   SampleAA3  0.751143   SampleAH8  0.796029  0.943612  38
   SampleAA3_SampleAH9   SampleAA3  0.618672   SampleAH9  0.695306  0.889783  26
  SampleAA3_SampleAH10   SampleAA3  0.770550  SampleAH10  0.791477  0.973559  22
   SampleAA4_SampleAH3   SampleAA4  0.818011   SampleAH3  0.659624  0.806375  32
   SampleAA4_SampleAH4   SampleAA4  0.765196   SampleAH4  0.741537  0.969081  34
   SampleAA4_SampleAH5   SampleAA4  0.755807   SampleAH5  0.763915  0.989386  33
   SampleAA4_SampleAH6   SampleAA4  0.852364   SampleAH6  0.773985  0.908045  20
   SampleAA4_SampleAH7   SampleAA4  0.694529   SampleAH7  0.654964  0.943033  39
   SampleAA4_SampleAH8   SampleAA4  0.746093   SampleAH8  0.741888  0.994364  45
   SampleAA4_SampleAH9   SampleAA4  0.847278   SampleAH9  0.830754  0.980497  30
  SampleAA4_SampleAH10   SampleAA4  0.728765  SampleAH10  0.799995  0.910962  25
   SampleAA5_SampleAH3   SampleAA5  0.797404   SampleAH3  0.749120  0.939448  24
   SampleAA5_SampleAH4   SampleAA5  0.866367   SampleAH4  0.856090  0.988138  35
   SampleAA5_SampleAH5   SampleAA5  0.875514   SampleAH5  0.864362  0.987263  38
   SampleAA5_SampleAH6   SampleAA5  0.725971   SampleAH6  0.798457  0.909218  25
   SampleAA5_SampleAH7   SampleAA5  0.754980   SampleAH7  0.775119  0.974019  41
   SampleAA5_SampleAH8   SampleAA5  0.879172   SampleAH8  0.839235  0.954574  42
   SampleAA5_SampleAH9   SampleAA5  0.781740   SampleAH9  0.777031  0.993977  21
  SampleAA5_SampleAH10   SampleAA5  0.886680  SampleAH10  0.898151  0.987228  35
   SampleAA6_SampleAH3   SampleAA6  0.839189   SampleAH3  0.826344  0.984694  21
   SampleAA6_SampleAH4   SampleAA6  0.844836   SampleAH4  0.778760  0.921789  23
   SampleAA6_SampleAH5   SampleAA6  0.757120   SampleAH5  0.813520  0.930673  16
   SampleAA6_SampleAH6   SampleAA6  0.806580   SampleAH6  0.722875  0.896222  21
   SampleAA6_SampleAH7   SampleAA6  0.702121   SampleAH7  0.770981  0.910685  24
   SampleAA6_SampleAH8   SampleAA6  0.745700   SampleAH8  0.788081  0.946222  31
